is_testdata,Material Composition,EnergyAboveHull (meV/atom),Coeficient of Thermal Expansion (10^-6 K-1)_AB_avg,Asite_HHIp_min,host_Bsite0_IsFCC,Asite_HHIp_weighted_avg, BP (K)_AB_avg,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_max,host_Bsite0_Group,Asite_Ionic Radius (angstroms)_range,Bsite_IsFCC_weighted_avg,MendeleevNumber_AB_avg,Asite_HHIr_min,Bsite_NUnfilled_weighted_avg,BCCenergy_pa_AB_avg,Bsite_Electro-  negativity_max,Asite_electrical conductivity_max,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,host_Bsite0_NUnfilled,Bsite_NUnfilled_min,Asite_GSenergy_pa_max,host_Bsite0_NdUnfilled,Heat of Vaporization_AB_avg,Asite_ BP (K)_weighted_avg,Bsite_Group_max,Second Ionization Potential  (V)_AB_avg,At. Radius   (angstroms)_AB_avg,Asite_shannon_radii_range,Asite_BCCenergydiff_min,Asite_HHIr_weighted_avg,Bsite_Group_weighted_avg,Asite_ BP (K)_max,host_Bsite0_At. Radius   (angstroms),num_of_atoms_host_Asite0,Bsite_IsBCC_weighted_avg,HHIp_AB_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NdValence_weighted_avg,BCCfermi_AB_ratio,Asite_NUnfilled_max,Bsite_Heat of Vaporization_weighted_avg,Asite_BCCenergy_pa_max,Asite_BCCvolume_pa_range,MendeleevNumber_AB_ratio,num_of_atoms_host_Bsite0,host_Bsite0_NdValence,Bsite_BCCvolume_pa_max,Bsite_IsFCC_max,Asite_IsRareEarth_max,BCCenergydiff_AB_diff,Asite_heat of fusion_min,GSenergy_pa_AB_avg,Bsite_BCCfermi_weighted_avg,Atomic Radius (Å)_AB_avg,Bsite_Most stable oxidation State_range,Asite_Ionic Radius (angstroms)_min,Asite_MendeleevNumber_min,BCCfermi_AB_avg,num_of_atoms_host_Asite0,Electron Affinity (kJ/mol)_AB_avg,heat of fusion_AB_diff,Bsite_thermal conductivity_max,Bsite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,Asite_electrical conductivity_weighted_avg,First Ionization Potential (V)_AB_avg,Asite_ICSDVolume_range,Electro-  negativity_AB_diff,Bsite_NdValence_max,host_Bsite0_BCCenergy_pa,num_of_atoms_host_Bsite0,Asite_NUnfilled_weighted_avg,Asite_thermal conductivity_max
0,Y4Ca4Ni7Co1O24,353.3495745,15.075,390,1,685,2853.125,22.3,10,0.02,0.875,35.0625,150,2.125,-4.882767923,1.91,31.3,16.8,2,2,-1.948329565,2,325.48,2684,10,15.0425,1.938125,0.265,0.021070355,205,9.875,3611,1.62,4,0,386.44375,2.125,7.875,0.586211144,9,376.975,-1.92725921,4.29,0.156701031,7,8,10.44,1,0,-0.016819428,8.53,-4.972273656,5.226370289,1.5684375,0,1,7,4.145063397,4,13.9375,-2.116875,100,13.35,16.55,6.9548125,11.2,-0.398125,8,-5.43913904,7,4.5,200
1,Y4Ho4Co8O24,59.2192098,11.775,950,0,965,3216.25,11.3,9,0,0,40.25,260,3,-6.183798715,1.88,1.8,10.55,3,3,-4.577416877,3,347.735,3289.5,9,14.54125,2.02,0.045,0.124302255,285,9,3611,1.67,4,0,484.05,3,7,0.518466893,9,373.3,-4.4347242,1.21,0.387931034,8,7,10.44,0,1,0.016597445,17.15,-6.300698735,6.14041474,1.5205,0,1.02,12,4.662008248,4,47.5,0.48,100,13,1.45,7.0295,1.8,-0.3275,7,-6.98008657,8,6,17.2
1,Y4Ho4Cr8O24,28.314724,7.725,950,0,965,3117.25,11.3,6,0,0,35.75,260,6,-7.44615922,1.66,1.8,10.55,6,6,-4.577416877,5,330.835,3289.5,6,14.26125,2.11,0.045,0.124302255,285,6,3611,1.85,4,1,637.5,5,5,0.39909549,9,339.5,-4.4347242,1.21,0.459183673,8,5,11.17,0,1,0.066294253,17.15,-7.513362433,7.97704267,1.5185,0,1.02,12,5.580322213,4,44.5,-1.425,93.7,4.9,1.45,6.4825,1.8,-0.2175,5,-9.50480758,8,6,17.2
0,Y4Ho4Fe8O24,34.01532975,11.175,950,0,965,3156.25,11.3,8,0,0,38.75,260,4,-6.83649761,1.83,1.8,10.55,4,4,-4.577416877,4,335.835,3289.5,8,14.10125,2.045,0.045,0.124302255,285,8,3611,1.72,4,1,602.5,4,6,0.49346741,9,349.5,-4.4347242,1.21,0.409090909,8,6,10.73,0,1,0.066748733,17.15,-6.903246343,6.45149343,1.5145,0,1.02,12,4.817547593,4,24.5,1.675,80.2,11.8,1.45,7.0345,1.8,-0.3025,6,-8.28548436,8,6,17.2
1,Y4Ho4Ga8O24,82.99657195,15.125,950,0,965,2883.75,11.3,13,0,0,48.25,260,5,-4.18295081,1.81,1.8,10.55,5,5,-4.577416877,0,289.115,3289.5,13,16.26625,2.09,0.045,0.124302255,285,13,3611,1.81,4,0,757.5,0,10,0.806004362,9,256.06,-4.4347242,1.21,0.304054054,8,10,17.94,0,1,0.049816462,17.15,-4.266631814,3.94985673,1.599,0,1.02,12,3.566729243,4,27,5.78,40.6,19.7,1.45,6.099,1.8,-0.2925,10,-2.97839076,8,6,17.2
0,Y4Ho4Mn8O24,55.08861603,16.125,950,0,965,2762.25,11.3,7,0,0,37.25,260,5,-7.12896081,1.55,1.8,10.55,5,5,-4.577416877,5,270.955,3289.5,7,13.83125,2.08,0.045,0.124302255,285,7,3611,1.79,4,1,562.5,5,5,0.42028064,9,219.74,-4.4347242,1.21,0.432692308,8,5,10.51,0,1,-0.008328512,17.15,-7.270786788,7.57494268,1.514,0,1.02,12,5.379272218,4,12.5,1.255,7.82,21.7,1.45,6.817,1.8,-0.1625,5,-8.87041076,8,6,17.2
0,Y4Ho4Ni8O24,86.51921261,11.975,950,1,965,3147.25,11.3,10,0,1,41.75,260,2,-5.41332495,1.91,1.8,10.55,2,2,-4.577416877,2,349.835,3289.5,10,15.09525,1.995,0.045,0.124302255,285,10,3611,1.62,4,0,532.5,2,8,0.624751057,9,377.5,-4.4347242,1.21,0.368852459,8,8,10.33,1,1,0.013155968,17.15,-5.533666448,5.09579251,1.517,0,1.02,12,4.139697133,4,68,-0.025,90.7,13.4,1.45,6.917,1.8,-0.3425,8,-5.43913904,8,6,17.2
0,Y4Ho4Sc8O24,46.35809831,10.275,950,0,965,3199.25,11.3,3,0,0,16.75,260,9,-5.77980101,1.36,1.8,10.55,9,9,-4.577416877,9,313.485,3289.5,3,12.41125,2.23,0.045,0.124302255,285,3,3611,2.09,4,0,757.5,9,1,0.715126693,9,304.8,-4.4347242,1.21,2.045454545,8,1,22.2,0,1,0.010037768,17.15,-5.903260708,4.45180104,1.697,0,1.02,12,3.817701398,4,21.55,0.52,15.8,10,1.45,6.3695,1.8,-0.0675,1,-6.17209116,8,6,17.2
0,Y4Ho4Ti8O24,52.42546125,9.575,950,0,965,3424.75,11.3,4,0,0,32.75,260,8,-6.524389485,1.54,1.8,10.55,8,8,-4.577416877,8,373.685,3289.5,4,12.80125,2.185,0.045,0.124302255,285,4,3611,2,4,0,537.5,8,2,1.069704396,9,425.2,-4.4347242,1.21,0.523255814,8,2,16.84,0,1,0.009769228,17.15,-6.648117723,2.97615095,1.618,0,1.02,12,3.079876353,4,22.5,-0.725,21.9,8.6,1.45,6.5095,1.8,-0.1575,2,-7.66126811,8,6,17.2
1,Y4Ho4V8O24,0,9.475,950,0,965,3469.75,11.3,5,0,0,34.25,260,7,-7.163385775,1.63,1.8,10.55,7,7,-4.577416877,7,384.435,3289.5,5,13.33625,2.145,0.045,0.124302255,285,5,3611,1.92,4,1,647.5,7,3,0.493197663,9,446.7,-4.4347242,1.21,0.489130435,8,3,13.01,0,1,0.066748733,17.15,-7.230134508,6.45502198,1.5545,0,1.02,12,4.819311868,4,37.5,-2.825,30.7,8.4,1.45,6.4695,1.8,-0.2025,3,-8.93926069,8,6,17.2
0,Y4Sr4Co4Ni4O24,147.5252982,15.05,420,1,700,2853.5,22.5,10,0.24,0.5,34.75,260,2.5,-5.10936576,1.91,5,16.9,2,2,-1.6828136,2,320.25,2633,10,14.6245,2.0025,0.365,0.00487369,280,9.5,3611,1.62,4,0,375.775,2.5,7.5,0.439886773,9,375.4,-1.67793991,20.38,0.168067227,4,8,10.44,1,0,-0.01957804,8.2,-5.193531773,5.618103625,1.61475,0,1.02,8,4.04471655,4,3.25,-2.01,100,13.2,3.4,6.8925,23.1,-0.405,8,-5.43913904,4,4.5,17.2
0,Y4Sr4Co6Ni2O24,123.03536,15,420,0,700,2870.75,22.5,9,0.24,0.25,34.375,260,2.75,-5.301984201,1.91,5,16.9,3,2,-1.6828136,3,319.725,2633,10,14.486,2.00875,0.365,0.00487369,280,9.25,3611,1.67,4,0,363.6625,2.75,7.25,0.420347088,9,374.35,-1.67793991,20.38,0.170212766,6,7,10.44,1,0,-0.018717671,8.2,-5.385289844,5.879259183,1.615625,0,1.02,8,4.175294329,4,-1.875,-1.88375,100,13.1,3.4,6.920625,23.1,-0.40125,8,-6.98008657,6,4.5,17.2
0,Y4Sr4Co7Ni1O24,109.3810159,14.975,420,0,700,2879.375,22.5,9,0.24,0.125,34.1875,260,2.875,-5.398293422,1.91,5,16.9,3,2,-1.6828136,3,319.4625,2633,10,14.41675,2.011875,0.365,0.00487369,280,9.125,3611,1.67,4,0,357.60625,2.875,7.125,0.411214063,9,373.825,-1.67793991,20.38,0.17130621,7,7,10.44,1,0,-0.018287486,8.2,-5.48116888,6.009836961,1.6160625,0,1.02,8,4.240583218,4,-4.4375,-1.820625,100,13.05,3.4,6.9346875,23.1,-0.399375,8,-6.98008657,7,4.5,17.2
0,Y4Sr4Fe1Co7O24,89.57790862,14.875,420,0,700,2880.5,22.5,9,0.24,0,33.8125,260,3.125,-5.576190004,1.88,5,16.9,3,3,-1.6828136,3,317.7125,2633,9,14.2925,2.018125,0.365,0.00487369,280,8.875,3611,1.67,4,0.125,366.35625,3.125,6.875,0.399936829,9,370.325,-1.67793991,20.38,0.173535792,7,7,10.73,0,0,-0.01158839,8.2,-5.652366367,6.179299576,1.61575,1,1.02,8,4.325314526,4,-9.875,-1.608125,100,12.85,3.4,6.949375,23.1,-0.394375,7,-6.98008657,7,4.5,17.2
0,Y4Sr4Fe1Ni7O24,304.8512461,15.05,420,1,700,2820.125,22.5,10,0.24,0.875,35.125,260,2.25,-4.90202546,1.91,5,16.9,2,2,-1.6828136,2,319.55,2633,10,14.77725,1.99625,0.365,0.00487369,280,9.75,3611,1.62,4,0.125,408.75,2.25,7.75,0.46936557,9,374,-1.67793991,20.38,0.165975104,7,8,10.73,1,0,-0.014599683,8.2,-4.981213116,5.265255125,1.6126875,1,1.02,8,3.8682923,4,8.0625,-2.05,90.7,13.2,3.4,6.8509375,23.1,-0.4075,8,-5.43913904,7,4.5,17.2
0,Y4Sr4Fe2Co6O24,104.4596454,14.8,420,0,700,2873,22.5,9,0.24,0,33.625,260,3.25,-5.657777366,1.88,5,16.9,3,3,-1.6828136,3,316.225,2633,9,14.2375,2.02125,0.365,0.00487369,280,8.75,3611,1.67,4,0.25,381.1625,3.25,6.75,0.397435861,9,367.35,-1.67793991,20.38,0.174672489,6,7,10.73,0,0,-0.005319479,8.2,-5.727684818,6.218184413,1.615,1,1.02,8,4.344756944,4,-12.75,-1.45875,100,12.7,3.4,6.95,23.1,-0.39125,7,-6.98008657,6,4.5,17.2
1,Y4Sr4Fe2Ni6O24,287.7554957,14.95,420,1,700,2821.25,22.5,10,0.24,0.75,34.75,260,2.5,-5.079922043,1.91,5,16.9,2,2,-1.6828136,2,317.8,2633,10,14.653,2.0025,0.365,0.00487369,280,9.5,3611,1.62,4,0.25,417.5,2.5,7.5,0.454730051,9,370.5,-1.67793991,20.38,0.168067227,6,8,10.73,1,0,-0.007900588,8.2,-5.152410603,5.43471774,1.612375,1,1.02,8,3.953023608,4,2.625,-1.8375,90.7,13,3.4,6.865625,23.1,-0.4025,8,-5.43913904,6,4.5,17.2
0,Y4Sr4Mn1Co7O24,88.59695145,15.49375,420,0,700,2831.25,22.5,9,0.24,0,33.625,260,3.25,-5.612747904,1.88,5,16.9,3,3,-1.6828136,3,309.6025,2633,9,14.25875,2.0225,0.365,0.00487369,280,8.75,3611,1.67,4,0.125,361.35625,3.25,6.75,0.391049806,9,354.105,-1.67793991,20.38,0.174672489,7,7,10.51,0,0,-0.020973046,8.2,-5.698308923,6.319730733,1.6156875,2,1.02,8,4.395530104,4,-11.375,-1.660625,100,14.0875,3.4,6.9221875,23.1,-0.376875,7,-6.98008657,7,4.5,17.2
0,Y4Sr4Mn1Ni7O24,318.7853538,17.2625,420,1,700,3386.9375,22.5,10,0.24,0.875,45.4375,260,3.75,-6.455553778,1.91,5,16.9,2,2,-1.6828136,2,385.08125,2633,10,17.811,2.31875,0.365,0.00487369,280,12.75,3611,1.62,4,0.5,453.75,3.75,10,0.321596528,9,505.0625,-1.67793991,20.38,0.123647604,7,8,10.73,1,0,-0.014599683,8.2,-6.534741433,7.684565161,1.845375,1,1.02,8,5.077947318,4,12.5625,-4.6375,90.7,17.625,3.4,8.3265625,23.1,-0.750625,8,-5.43913904,7,4.5,17.2
0,Y4Sr4Mn2Co6O24,170.0059811,16.0375,420,0,700,2774.5,22.5,9,0.24,0,33.25,260,3.5,-5.730893166,1.88,5,16.9,3,3,-1.6828136,3,300.005,2633,9,14.17,2.03,0.365,0.00487369,280,8.5,3611,1.67,4,0.25,371.1625,3.5,6.5,0.380260303,9,334.91,-1.67793991,20.38,0.17699115,6,7,10.51,0,0,-0.024088791,8.2,-5.819569929,6.499046725,1.614875,2,1.02,8,4.4851881,4,-15.75,-1.56375,100,15.175,3.4,6.895625,23.1,-0.35625,7,-6.98008657,6,4.5,17.2
0,Y4Sr4Mn4Co4O24,77.46656255,17.125,420,0,700,2661,22.5,9,0.24,0,32.5,260,4,-5.96718369,1.88,5,16.9,3,3,-1.6828136,3,280.81,2633,9,13.9925,2.045,0.365,0.00487369,280,8,3611,1.67,4,0.5,390.775,4,6,0.360374054,9,296.52,-1.67793991,20.38,0.181818182,4,7,10.51,0,0,-0.03032028,8.2,-6.062091943,6.85767871,1.61325,2,1.02,8,4.664504093,4,-24.5,-1.37,100,17.35,3.4,6.8425,23.1,-0.315,7,-6.98008657,4,4.5,17.2
1,Y4Sr4Mn4Ni4O24,233.3836657,17.225,420,1,700,2626.5,22.5,10,0.24,0.5,33.25,260,3.5,-5.581946808,1.91,5,16.9,2,2,-1.6828136,2,281.86,2633,10,14.2695,2.0325,0.365,0.00487369,280,8.5,3611,1.62,4,0.5,415,3.5,6.5,0.390084622,9,298.62,-1.67793991,20.38,0.17699115,4,8,10.51,1,0,-0.032041019,8.2,-5.678575799,6.335367595,1.6115,2,1.02,8,4.403348535,4,-14.25,-1.6225,90.7,17.55,3.4,6.78625,23.1,-0.3225,8,-5.43913904,4,4.5,17.2
0,Y4Sr4Mn6Co2O24,158.2029129,18.2125,420,0,700,2547.5,22.5,7,0.24,0,31.75,260,4.5,-6.203474214,1.88,5,16.9,5,3,-1.6828136,5,261.615,2633,9,13.815,2.06,0.365,0.00487369,280,7.5,3611,1.79,4,0.75,410.3875,4.5,5.5,0.342464395,9,258.13,-1.67793991,20.38,0.186915888,6,5,10.51,0,0,-0.03655177,8.2,-6.304613956,7.216310695,1.611625,2,1.02,8,4.843820085,4,-33.25,-1.17625,100,19.525,3.4,6.789375,23.1,-0.27375,7,-8.87041076,6,4.5,17.2
0,Y4Sr4Mn6Fe2O24,143.5192813,18.0625,420,0,700,2532.5,22.5,7,0.24,0,31.375,260,4.75,-6.366648938,1.83,5,16.9,5,4,-1.6828136,5,258.64,2633,8,13.705,2.06625,0.365,0.00487369,280,7.25,3611,1.79,4,1,440,4.75,5.25,0.338813031,9,252.18,-1.67793991,20.38,0.18957346,6,5,10.73,0,0,-0.024013948,8.2,-6.455250858,7.294080368,1.610125,1,1.02,8,4.882704921,4,-39,-0.8775,80.2,19.225,3.4,6.790625,23.1,-0.2675,6,-8.87041076,6,4.5,17.2
0,Y4Sr4Mn6Ni2O24,184.9077254,18.2625,420,0,700,2530.25,22.5,7,0.24,0.25,32.125,260,4.25,-6.010855773,1.91,5,16.9,5,2,-1.6828136,5,262.14,2633,10,13.9535,2.05375,0.365,0.00487369,280,7.75,3611,1.79,4,0.75,422.5,4.25,5.75,0.355323415,9,259.18,-1.67793991,20.38,0.184331797,6,5,10.51,1,0,-0.037412139,8.2,-6.112855884,6.955155138,1.61075,2,1.02,8,4.713242306,4,-28.125,-1.3025,90.7,19.625,3.4,6.76125,23.1,-0.2775,8,-8.87041076,6,4.5,17.2
1,Y4Sr4Mn7Co1O24,55.5045542,18.75625,420,0,700,2490.75,22.5,7,0.24,0,31.375,260,4.75,-6.321619476,1.88,5,16.9,5,3,-1.6828136,5,252.0175,2633,9,13.72625,2.0675,0.365,0.00487369,280,7.25,3611,1.79,4,0.875,420.19375,4.75,5.25,0.334160928,9,238.935,-1.67793991,20.38,0.18957346,7,5,10.51,0,0,-0.039667514,8.2,-6.425874962,7.395626688,1.6108125,2,1.02,8,4.933478081,4,-37.625,-1.079375,100,20.6125,3.4,6.7628125,23.1,-0.253125,7,-8.87041076,7,4.5,17.2
1,Y4Sr4Mn7Fe1O24,150.8018634,18.68125,420,0,700,2483.25,22.5,7,0.24,0,31.1875,260,4.875,-6.403206838,1.83,5,16.9,5,4,-1.6828136,5,250.53,2633,8,13.67125,2.070625,0.365,0.00487369,280,7.125,3611,1.79,4,1,435,4.875,5.125,0.332413161,9,235.96,-1.67793991,20.38,0.190930788,7,5,10.73,0,0,-0.033398603,8.2,-6.501193413,7.434511524,1.6100625,1,1.02,8,4.952920499,4,-40.5,-0.93,80.2,20.4625,3.4,6.7634375,23.1,-0.25,6,-8.87041076,7,4.5,17.2
0,Y4Sr4Mn7Ni1O24,165.4564605,18.78125,420,0,700,2482.125,22.5,7,0.24,0.125,31.5625,260,4.625,-6.225310255,1.91,5,16.9,5,2,-1.6828136,5,252.28,2633,10,13.7955,2.064375,0.365,0.00487369,280,7.375,3611,1.79,4,0.875,426.25,4.625,5.375,0.340166943,9,239.46,-1.67793991,20.38,0.188235294,7,5,10.51,1,0,-0.040097699,8.2,-6.329995926,7.265048909,1.610375,2,1.02,8,4.868189192,4,-35.0625,-1.1425,90.7,20.6625,3.4,6.74875,23.1,-0.255,8,-8.87041076,7,4.5,17.2
0,Y4Sr4Ni4Co4O24,148.3405482,15.05,420,0,700,2853.5,22.5,9,0.24,0.5,34.75,260,2.5,-5.10936576,1.91,5,16.9,3,2,-1.6828136,3,320.25,2633,10,14.6245,2.0025,0.365,0.00487369,280,9.5,3611,1.67,4,0,375.775,2.5,7.5,0.439886773,9,375.4,-1.67793991,20.38,0.168067227,4,7,10.44,1,0,-0.01957804,8.2,-5.193531773,5.618103625,1.61475,0,1.02,8,4.04471655,4,3.25,-2.01,100,13.2,3.4,6.8925,23.1,-0.405,8,-6.98008657,4,4.5,17.2
0,Y4Sr4Ni6Co2O24,299.1125783,15.1,420,1,700,2836.25,22.5,10,0.24,0.75,35.125,260,2.25,-4.916747319,1.91,5,16.9,2,2,-1.6828136,2,320.775,2633,10,14.763,1.99625,0.365,0.00487369,280,9.75,3611,1.62,4,0,387.8875,2.25,7.75,0.46133161,9,376.45,-1.67793991,20.38,0.165975104,6,8,10.44,1,0,-0.020438409,8.2,-5.001773701,5.356948068,1.613875,0,1.02,8,3.914138771,4,8.375,-2.13625,100,13.3,3.4,6.864375,23.1,-0.40875,8,-5.43913904,6,4.5,17.2
0,Y4Sr4Ni7Co1O24,210.3297874,15.125,420,1,700,2827.625,22.5,10,0.24,0.875,35.3125,260,2.125,-4.820438098,1.91,5,16.9,2,2,-1.6828136,2,321.0375,2633,10,14.83225,1.993125,0.365,0.00487369,280,9.875,3611,1.62,4,0,393.94375,2.125,7.875,0.472857708,9,376.975,-1.67793991,20.38,0.164948454,7,8,10.44,1,0,-0.020868594,8.2,-4.905894665,5.226370289,1.6134375,0,1.02,8,3.848849882,4,10.9375,-2.199375,100,13.35,3.4,6.8503125,23.1,-0.410625,8,-5.43913904,7,4.5,17.2
0,Y6Hf2Mn6Zn2O24,91.15693652,16.8875,160,0,775,2949.125,30.2,7,0.28,0,38.25,190,5.75,-7.070483213,1.55,16.9,16.025,5,5,-1.239999915,5,326.93625,3003.25,7,14.566125,1.98375,0.175,0.082908415,242.5,6.25,3611,1.79,6,0.75,490,5.75,4.25,0.49572402,9,330.0725,-1.1570915,18.37,0.52238806,6,5,21.87,0,0,-0.021787283,7.38,-7.206224291,6.864374653,1.50575,0,0.74,12,5.133605026,6,0,-0.85625,23,17.75,5.575,7.186125,17.8,-0.08,5,-8.87041076,6,6.75,116
1,Y6Hf2Zn2Co6O24,124.0229465,13.625,160,0,775,3289.625,30.2,9,0.28,0,40.5,190,4.25,-6.361611641,1.88,16.9,16.025,3,3,-1.239999915,3,384.52125,3003.25,9,15.098625,1.93875,0.175,0.082908415,242.5,7.75,3611,1.67,6,0,431.1625,4.25,5.75,0.587863509,9,445.2425,-1.1570915,18.37,0.479452055,6,7,21.87,0,0,-0.003092815,7.38,-6.478658251,5.788478698,1.510625,2,0.74,12,4.595657049,6,26.25,-1.4375,100,11.225,5.575,7.3455,17.8,-0.20375,7,-6.98008657,6,6.75,116
0,Y6Hf2Zn2Fe6O24,137.4886591,13.175,160,0,775,3244.625,30.2,8,0.28,0,39.375,190,5,-6.851135813,1.83,16.9,16.025,4,4,-1.239999915,4,375.59625,3003.25,8,14.768625,1.9575,0.175,0.082908415,242.5,7,3611,1.72,6,0.75,520,5,5,0.56508724,9,427.3925,-1.1570915,18.37,0.5,6,6,21.87,0,0,0.034520651,7.38,-6.930568957,6.021787715,1.506125,1,0.74,12,4.712311558,6,9,-0.54125,80.2,10.325,5.575,7.34925,17.8,-0.185,6,-8.28548436,6,6.75,116
0,Y6Hf2Zn2Ni6O24,187.4276767,13.775,160,1,775,3237.875,30.2,10,0.28,0.75,41.625,190,3.5,-5.783756318,1.91,16.9,16.025,2,2,-1.239999915,2,386.09625,3003.25,10,15.514125,1.92,0.175,0.082908415,242.5,8.5,3611,1.62,6,0,467.5,3.5,6.5,0.679885559,9,448.3925,-1.1570915,18.37,0.460526316,6,8,21.87,1,0,-0.005673923,7.38,-5.903384036,5.005012025,1.508,2,0.74,12,4.203923713,6,41.625,-1.81625,90.7,11.525,5.575,7.261125,17.8,-0.215,8,-5.43913904,6,6.75,116
1,Y6Ho2Co8O24,56.31928935,11.9625,950,0,972.5,3296.625,11.3,9,0,0,37.625,260,3,-6.42199538,1.88,1.8,10.925,3,3,-4.577416877,3,365.5175,3450.25,9,14.595625,1.995,0.045,0.124302255,272.5,9,3611,1.67,6,0,487.8,3,7,0.522415135,9,373.3,-4.4347242,1.21,0.297413793,8,7,10.44,0,1,0.014298643,17.15,-6.536596598,6.14041474,1.526,0,1.02,12,4.674130169,6,41.25,0.48,100,13,1.625,7.07475,1.8,-0.32875,7,-6.98008657,8,7.5,17.2
0,Y6Ho2Cr8O24,21.28138975,7.9125,950,0,972.5,3197.625,11.3,6,0,0,33.125,260,6,-7.684355885,1.66,1.8,10.925,6,6,-4.577416877,5,348.6175,3450.25,6,14.315625,2.085,0.045,0.124302255,272.5,6,3611,1.85,6,1,641.25,5,5,0.402134692,9,339.5,-4.4347242,1.21,0.352040816,8,5,11.17,0,1,0.06399545,17.15,-7.749260295,7.97704267,1.524,0,1.02,12,5.592444134,6,38.25,-1.425,93.7,4.9,1.625,6.52775,1.8,-0.21875,5,-9.50480758,8,7.5,17.2
1,Y6Ho2Fe8O24,27.11965388,11.3625,950,0,972.5,3236.625,11.3,8,0,0,36.125,260,4,-7.074694275,1.83,1.8,10.925,4,4,-4.577416877,4,353.6175,3450.25,8,14.155625,2.02,0.045,0.124302255,272.5,8,3611,1.72,6,1,606.25,4,6,0.497225275,9,349.5,-4.4347242,1.21,0.313636364,8,6,10.73,0,1,0.06444993,17.15,-7.139144205,6.45149343,1.52,0,1.02,12,4.829669514,6,18.25,1.675,80.2,11.8,1.625,7.07975,1.8,-0.30375,6,-8.28548436,8,7.5,17.2
0,Y6Ho2Ga8O24,76.50326643,15.3125,950,0,972.5,2964.125,11.3,13,0,0,45.625,260,5,-4.421147475,1.81,1.8,10.925,5,5,-4.577416877,0,306.8975,3450.25,13,16.320625,2.065,0.045,0.124302255,272.5,13,3611,1.81,6,0,761.25,0,10,0.812142267,9,256.06,-4.4347242,1.21,0.233108108,8,10,17.94,0,1,0.047517659,17.15,-4.502529676,3.94985673,1.6045,0,1.02,12,3.578851164,6,20.75,5.78,40.6,19.7,1.625,6.14425,1.8,-0.29375,10,-2.97839076,8,7.5,17.2
0,Y6Ho2Mn8O24,46.95075044,16.3125,950,0,972.5,2842.625,11.3,7,0,0,34.625,260,5,-7.367157475,1.55,1.8,10.925,5,5,-4.577416877,5,288.7375,3450.25,7,13.885625,2.055,0.045,0.124302255,272.5,7,3611,1.79,6,1,566.25,5,5,0.423481171,9,219.74,-4.4347242,1.21,0.331730769,8,5,10.51,0,1,-0.010627315,17.15,-7.50668465,7.57494268,1.5195,0,1.02,12,5.391394139,6,6.25,1.255,7.82,21.7,1.625,6.86225,1.8,-0.16375,5,-8.87041076,8,7.5,17.2
0,Y6Ho2Ni8O24,87.26704216,12.1625,950,1,972.5,3227.625,11.3,10,0,1,39.125,260,2,-5.651521615,1.91,1.8,10.925,2,2,-4.577416877,2,367.6175,3450.25,10,15.149625,1.97,0.045,0.124302255,272.5,10,3611,1.62,6,0,536.25,2,8,0.629508676,9,377.5,-4.4347242,1.21,0.282786885,8,8,10.33,1,1,0.010857165,17.15,-5.76956431,5.09579251,1.5225,0,1.02,12,4.151819054,6,61.75,-0.025,90.7,13.4,1.625,6.96225,1.8,-0.34375,8,-5.43913904,8,7.5,17.2
1,Y6Ho2Sc8O24,37.43527934,10.4625,950,0,972.5,3279.625,11.3,3,0,0,14.125,260,9,-6.017997675,1.36,1.8,10.925,9,9,-4.577416877,9,331.2675,3450.25,3,12.465625,2.205,0.045,0.124302255,272.5,3,3611,2.09,6,0,761.25,9,1,0.720572543,9,304.8,-4.4347242,1.21,1.568181818,8,1,22.2,0,1,0.007738965,17.15,-6.13915857,4.45180104,1.7025,0,1.02,12,3.829823319,6,15.3,0.52,15.8,10,1.625,6.41475,1.8,-0.06875,1,-6.17209116,8,7.5,17.2
0,Y6Ho2Ti8O24,53.68625363,9.7625,950,0,972.5,3505.125,11.3,4,0,0,30.125,260,8,-6.76258615,1.54,1.8,10.925,8,8,-4.577416877,8,391.4675,3450.25,4,12.855625,2.16,0.045,0.124302255,272.5,4,3611,2,6,0,541.25,8,2,1.077850435,9,425.2,-4.4347242,1.21,0.401162791,8,2,16.84,0,1,0.007470425,17.15,-6.884015585,2.97615095,1.6235,0,1.02,12,3.091998274,6,16.25,-0.725,21.9,8.6,1.625,6.55475,1.8,-0.15875,2,-7.66126811,8,7.5,17.2
0,Y6Ho2V8O24,0,9.6625,950,0,972.5,3550.125,11.3,5,0,0,31.625,260,7,-7.40158244,1.63,1.8,10.925,7,7,-4.577416877,7,402.2175,3450.25,5,13.390625,2.12,0.045,0.124302255,272.5,5,3611,1.92,6,1,651.25,7,3,0.496953474,9,446.7,-4.4347242,1.21,0.375,8,3,13.01,0,1,0.06444993,17.15,-7.46603237,6.45502198,1.56,0,1.02,12,4.831433789,6,31.25,-2.825,30.7,8.4,1.625,6.51475,1.8,-0.20375,3,-8.93926069,8,7.5,17.2
